task,segment_label,model,samples,target_lang,exact_match,accuracy,macro_f1,wer_vs_reference,cer_vs_reference,bleu,chrf,rouge_1,rouge_2,rouge_l,bertscore_precision,bertscore_recall,bertscore_f1,avg_latency_seconds,quality_score
gec,GEC,llama3.1:8b-instruct,175,,0.12,,,10.48901488306166,4.470443794460694,,,,,,,,,0.8216546565507139,100.0
gec,GEC,gemma2:9b,175,,0.1371428571428571,,,11.670210252775808,5.207092044921099,,,,,,,,,1.1172858809307218,93.39180610621105
gec,GEC,qwen2.5:7b-instruct,175,,0.0685714285714285,,,13.32388377037562,6.326508503954067,,,,,,,,,1.6513147955600704,74.69328488234895
gec,GEC,aya-expanse:8b,175,,0.0571428571428571,,,21.025277580911883,11.75387281984617,,,,,,,,,0.772416416948129,20.9937040609503
gec,GEC,falcon3:7b-instruct,175,,0.0057142857142857,,,27.04937396645405,18.026216011266385,,,,,,,,,1.892475532963872,0.0
intent_classification,Intent Classification,gemma2:9b,436,,,0.8623853211009175,0.737224340442371,,,,,,,,,,,0.2838983472368312,100.0
intent_classification,Intent Classification,llama3.1:8b-instruct,436,,,0.7201834862385321,0.7073575751971163,,,,,,,,,,,0.224344674297053,88.01706262267375
intent_classification,Intent Classification,qwen2.5:7b-instruct,436,,,0.7522935779816514,0.6448049254464802,,,,,,,,,,,0.2043550111211349,62.920120299239905
intent_classification,Intent Classification,aya-expanse:8b,436,,,0.7155963302752294,0.5632548711165439,,,,,,,,,,,0.2852583610716515,30.201170452187366
intent_classification,Intent Classification,falcon3:7b-instruct,436,,,0.5779816513761468,0.4879802335527893,,,,,,,,,,,0.187616963437737,0.0
legal_classification,Legal Classification,gemma2:9b,500,,,0.346,0.1263091597727424,,,,,,,,,,,1.348972689469345,100.0
legal_classification,Legal Classification,aya-expanse:8b,500,,,0.292,0.0982484059805299,,,,,,,,,,,1.0697465413305909,64.74522482551347
legal_classification,Legal Classification,llama3.1:8b-instruct,500,,,0.182,0.0761121124331486,,,,,,,,,,,0.9137702800696716,36.93378191174731
legal_classification,Legal Classification,qwen2.5:7b-instruct,500,,,0.202,0.0511080784239869,,,,,,,,,,,1.4166997012766078,5.519387131916041
legal_classification,Legal Classification,falcon3:7b-instruct,500,,,0.122,0.0467149667780875,,,,,,,,,,,1.0136549264173955,0.0
machine_translation,Machine Translation (ENG),gemma2:9b,500,eng,,,,57.91472564401503,40.60827110249964,35.072913435884296,61.78070207283761,,,,,,,0.5685006914581172,100.00000000000001
machine_translation,Machine Translation (ENG),aya-expanse:8b,500,eng,,,,56.35921740143207,38.75229286201731,35.036814909172534,61.59052523658983,,,,,,,0.5305632830127143,99.73685215992576
machine_translation,Machine Translation (ENG),llama3.1:8b-instruct,500,eng,,,,64.23676563973862,45.59030847836735,32.57554115080853,60.04451691210006,,,,,,,0.4410482424250804,81.79487689549254
machine_translation,Machine Translation (ENG),qwen2.5:7b-instruct,500,eng,,,,66.48357310457624,47.46025660460552,29.27968644477877,56.906874422377385,,,,,,,0.4391546026053838,57.76904742008382
machine_translation,Machine Translation (ENG),falcon3:7b-instruct,500,eng,,,,77.90241013651166,57.08447630847007,21.354949153305885,49.13209178946584,,,,,,,0.4309444729066454,0.0
machine_translation,Machine Translation (FAS),qwen2.5:7b-instruct,500,fas,,,,116.33655102239511,104.84040843652136,4.183018917468168,18.324605450203205,,,,,,,0.8451714102807455,100.0
machine_translation,Machine Translation (FAS),aya-expanse:8b,500,fas,,,,109.22166503032273,108.40928313198148,2.1461245806204623,3.407892593377442,,,,,,,0.5479325231285765,43.853421914382686
machine_translation,Machine Translation (FAS),falcon3:7b-instruct,500,fas,,,,114.45134376408726,109.46937236201772,1.9841049070686287,3.1243400415660134,,,,,,,0.4156837107036262,39.3873825681481
machine_translation,Machine Translation (FAS),gemma2:9b,500,fas,,,,110.07050602121794,105.16684636282264,1.9263396308542813,2.9062567396258183,,,,,,,0.5355501968562603,37.795094478906584
machine_translation,Machine Translation (FAS),llama3.1:8b-instruct,500,fas,,,,343.6136617294672,341.8958722715571,0.5552032850681538,2.0578916955600093,,,,,,,0.6042315792907029,0.0
machine_translation,Machine Translation (JPN),gemma2:9b,500,jpn,,,,109.53761904761905,104.32080767774198,6.227433892289003,16.72590200409437,,,,,,,0.6291012362968177,100.0
machine_translation,Machine Translation (JPN),falcon3:7b-instruct,500,jpn,,,,115.93004329004329,112.66332526058108,5.6647324508525685,8.894853560612535,,,,,,,0.8997349417647347,85.74873467567119
